rxcui,og_score,og_query,rxnorm_concept,new_score,new_score_ord
1942011.0,64,allergenic extract subcutaneous 0.2 ml solution for injection,Penicillium chrysogenum var. chrysogenum allergenic extract 200 MG/ML Injectable Solution,24,21
,0,radiotherapy,,0,0
318272.0,86,aspirin oral 81.0 mg chewable tablet,aspirin 81 MG Chewable Tablet,69,33
353501.0,50,peglasta,Neulasta,75,75
9853.0,100,na,sodium,0,0
9853.0,100,na,sodium,0,0
152764.0,100,skelid,,0,0
43611.0,33,latanoprost eye gtt,latanoprost,57,57
2050648.0,75,betamethasone dipropionate clotrimazole,,0,0
9143.0,50,ranitidine 75,ranitidine,76,76
221180.0,75,vitamin c + d,,0,0
9853.0,100,na,sodium,0,0
545835.0,56,leuprolide acetate subcutaneous 5.0 mg implant,leuprolide acetate 5 MG/ML Injectable Solution,43,17
643814.0,100,opan er,,0,0
2054512.0,80,loratadine/pseudoephedrine er,,0,0
858613.0,83,nicardipine hydrochloride oral 20.0 mg capsule,nicardipine hydrochloride 20 MG Oral Capsule,73,58
3639.0,75,dozorubicin hydrochloride,doxorubicin,40,40
36676.0,67,sodium bicarbonate bp,sodium bicarbonate,85,85
691188.0,80,camphor \menthol\methyl salicylate transdermal,camphor / menthol / methyl salicylate,63,34
854238.0,56,enoxaparin subcutaneous 60.0 mg,0.6 ML enoxaparin sodium 100 MG/ML Prefilled Syringe,30,23
616093.0,25,ratio emtec 30,,0,0
227587.0,100,otrivin,,0,0
876193.0,50,polyethylene glycol 3350 oral 1.0 df,polyethylene glycol 3350 17000 MG Powder for Oral Solution,51,50
855332.0,100,warfarin na 5 mg tab,warfarin sodium 5 MG Oral Tablet,46,50
8638.0,50,prednisolone acetate,prednisolone,60,60
203088.0,63,ketoconazole topical 1.0 g cream,ketoconazole 20 MG/ML Topical Cream,54,34
817579.0,67,co-codamol eff,acetaminophen / codeine,17,26
8351.0,100,piracetam,piracetam,100,100
2179635.0,80,tramadol hydrochloride  100.0 mg tablet,tramadol hydrochloride 100 MG Oral Tablet,78,36
10811.0,100,trihexyphenidyl hydrochloride,trihexyphenidyl,51,51
284636.0,100,telmisartan hctz,hydrochlorothiazide / telmisartan,18,48
993548.0,100,bupropion hydrochloride hydrobromide,bupropion hydrobromide,61,61
92934.0,50,iberet+folic acid,,0,0
704613.0,100,lotrimin af spray powder,,0,0
24942.0,88,ferrous glucoonate,ferrous gluconate,94,94
391874.0,71,esomeprazole mag dr 40 mg cap,esomeprazole 40 MG Oral Capsule,51,41
207331.0,75,nitrospan sublingual 0.3 mg,nitroglycerin 0.3 MG Sublingual Tablet [Nitrostat],36,28
23663.0,100,doxycyc,doxycycline hyclate,36,36
316156.0,100,lisinopril 5 mg,lisinopril 5 MG,86,60
687649.0,100,calcium 500 + d,,0,0
1091210.0,86,methylphenidate 54 mg er tablet,24 HR methylphenidate hydrochloride 54 MG Extended Release Oral Tablet,40,24
483627.0,100,tenofovir/emtricitabine,,0,0
1735687.0,13,celeston chronodose,ChronoMate,31,31
465397.0,67,ciprofloxacin w/dexamethasone,ciprofloxacin / dexamethasone,93,86
1427504.0,50,other gi drug,,0,0
8375.0,33,blind placebo?viiv,placebo,38,38
203494.0,50,cardizone,Cardizem,55,55
705129.0,43,sublingual 400.0 ug spray,nitroglycerin 0.4 MG/ACTUAT Mucosal Spray,26,19
199610.0,83,furosemide oral 500.0 mg tablet,furosemide 500 MG Oral Tablet,58,19
190433.0,25,praxiparin,pramiverine,63,63
2003168.0,50,complete form d5000,,0,0
215521.0,67,stress b complex,,0,0
637185.0,67,azilect oral 1.0 mg,rasagiline 1 MG Oral Tablet [Azilect],27,29
1156.0,50,vincristine asparaginase,asparaginase,50,50
4832.0,75,glucogon,glucagon,87,87
2056668.0,100,colchicum autumnale,,0,0
1164620.0,67,oral hydromorphone,hydromorphone Oral Product,30,30
1427233.0,100,quinate,quinate,100,100
857391.0,86,hydrocodone/acetaminophen 5 325 mg tablet,acetaminophen 325 MG / hydrocodone bitartrate 2.5 MG Oral Tablet,31,35
316673.0,100,simvastatine 20 mg,simvastatin 20 MG,83,83
1049621.0,83,oxycodone ir 5 mg oral tablet,oxycodone hydrochloride 5 MG Oral Tablet,60,25
1364436.0,75,elquis,Eliquis,71,71
323640.0,100,remodulin,Remodulin,88,88
89905.0,100,multi vit,,0,0
1298953.0,36,perjeta 420 mg solution a diluer pour perfusion,14 ML pertuzumab 30 MG/ML Injection [Perjeta],10,23
140587.0,100,celecoxib,celecoxib,100,100
310965.0,71,provil oral 200.0 mg tablet,ibuprofen 200 MG Oral Tablet,35,32
18631.0,50,azytiromycin,azithromycin,83,83
7646.0,75,pmeprazole,omeprazole,90,90
723832.0,63,glucosamine?03?boswellia serr oral 1500 mg tablet,glucosamine hydrochloride 1500 MG Oral Tablet,44,18
142434.0,50,econazole sandoz,econazole nitrate,58,58
992775.0,75,equate miconazole 1,{1 (miconazole nitrate 1200 MG Vaginal Insert) / 1 (9000 MG) (miconazole nitrate 20 MG/ML Vaginal Cream) } Pack,14,12
1191.0,100,aspirin,aspirin,100,100
643343.0,100,aspirin adult low strength,,0,0
219114.0,50,patanol drop,Patanol,50,50
214909.0,50,enantone l p,,0,0
30236.0,50,morphine/multivitamin,morphine sulfate,52,52
202955.0,100,robaxine,Robaxin,75,75
214536.0,100,enalapril hydrochlorothiazide,enalapril / hydrochlorothiazide,93,93
27291.0,25,heparolysate,hydroxypropylcellulose,22,22
1946573.0,33,mega red krill,,0,0
54743.0,100,pinaverium bromide,pinaverium bromide,100,100
253182.0,50,insulin normal,"insulin, regular, human",47,39
2375570.0,100,robitussin maximum strength,,0,0
1248210.0,50,eql potassium gluc oral 550 mg,potassium gluconate 2.35 MEQ Oral Tablet,37,45
7986.0,100,penicillin,,0,0
748281.0,75,toclonex,Taclonex,75,75
2369.0,67,chlormadinone acetate oral,chlormadinone acetate,80,80
151399.0,50,bactoprim,Bactrim,66,66
8588.0,33,anti kalium na,potassium,28,28
21125.0,20,cinitaprida oral 1.0 mg,cinitapride,43,43
258337.0,100,triamterene hctz,hydrochlorothiazide / triamterene,18,48
1170147.0,40,benadryl aller liq,Benadryl Oral Liquid Product,39,21
203168.0,50,amitirptyline,amitriptyline hydrochloride,40,40
220348.0,40,toprol xl 12.5 mg,,0,0
218408.0,50,micotrazol,Mitrazol,70,70
1300786.0,50,blind mirabegron,mirabegron,62,62
1427504.0,67,other drug,,0,0
317128.0,43,oral 20.0 ug tablet,misoprostol 0.2 MG Oral Tablet,40,40
4493.0,100,fluoxetine,fluoxetine,100,100
8887.0,50,ventolin pump,Ventolin,53,53
301542.0,100,rosuvastatin,rosuvastatin,100,100
1049221.0,83,oxycodone-apap 5 325 mg,acetaminophen 325 MG / oxycodone hydrochloride 5 MG Oral Tablet,20,20
880947.0,100,tl icon,,0,0
153823.0,70,candesarstad 8 mg tablet,candesartan cilexetil 8 MG Oral Tablet,47,31
7417.0,75,nefedipine,nifedipine,90,90
689759.0,30,fibre soluble/glycerol/phosphoric acid/potassium sorbate/sodium benzoate,phosphoric acid / sodium fluoride,33,34
602802.0,71,senna acutifolia 17.2 mg tablet,"sennosides, USP 17.2 MG Oral Tablet",42,31
82110.0,100,tramadol s,tramadol hydrochloride,40,40
1370661.0,50,ursolic acid,ursolate,50,33
371965.0,67,doxycycline oral,doxycycline Oral Capsule,62,25
5487.0,50,triam-hctz,hydrochlorothiazide,15,15
704714.0,100,maalox regular strength,,0,0
4055.0,100,erythromycin,erythromycin estolate,57,57
29046.0,75,lisihnopril,lisinopril,90,90
630676.0,50,lyzyme,,0,0
1745170.0,67,acidophilus 0.5 mg,,0,0
1539837.0,50,pulmonary medication,,0,0
1667882.0,40,spiriva respimat for oral inhalation with inhaler only,60 ACTUAT tiotropium 0.00125 MG/ACTUAT Inhalation Spray [Spiriva],23,27
218998.0,50,clyster,,0,0
208465.0,80,restoril oral 30 mg,temazepam 30 MG Oral Capsule [Restoril],17,38
36387.0,50,senna-grx,"sennosides, USP",26,26
23663.0,100,doxycyclin,doxycycline hyclate,52,52
26143.0,50,cysteine glycine glycyrrhizic acid,glycyrrhizic acid,50,50
1655423.0,75,pasireotide 40 mg novartis,pasireotide 40 MG,57,57
1178211.0,29,persantin-l per oral nos ongoing,Persantine Oral Product,46,15
226326.0,100,dermoval,,0,0
4419.0,100,fish oil,fish oils,88,88
375221.0,38,blinded pyrotinib maleate/placebo oral 400.0 mg tablet,placebo Oral Tablet,31,22
605203.0,100,glucosamine chondroitin,,0,0
1488701.0,50,unspecifie sleepe pills,Z-Sleep Pill,34,26
6400.0,50,gnc linoleic acid supplement,linoleic acid,46,46
1329960.0,67,placenta hydrolysate,human placenta hydrolysate,76,76
858029.0,75,iron table with vitamin c,,0,0
2179635.0,83,tramadol hydrochloride oral 100.0 mg tablet,tramadol hydrochloride 100 MG Oral Tablet,69,37
1372704.0,50,dulera with fomoterol,Dulera,23,23
9853.0,100,na,sodium,0,0
2283546.0,42,oral 1.0 df tablet,cholecalciferol 0.095 MG / folic acid 1 MG Oral Tablet,25,24
352741.0,100,lexapro,Lexapro,85,85
1736615.0,50,relizorb cartridge,,0,0
2171001.0,40,mln9708 or placebo oral 4 mg,{24 (drospirenone 4 MG Oral Tablet) / 4 (inert ingredients 1 MG Oral Tablet) } Pack,14,15
813233.0,50,probiotic and acido,,0,0
1665855.0,100,folinic-plus,,0,0
153970.0,75,hyscyamine sulfate,hyoscyamine,50,50
19711.0,75,amoxicillin\clavulanic acid oral,amoxicillin / clavulanate,56,62
815276.0,75,polyethylene glycol 3350\potassium chloride\sodium bicarbonate\sodium sulfate anhydrous,polyethylene glycol 3350 / potassium chloride / sodium bicarbonate / sodium chloride / sodium sulfate,71,32
56476.0,63,sodium ferrigluconate,sodium gluconate,76,76
813233.0,50,vsl probiotic,,0,0
2051428.0,56,valproate sodium oral 500.0 mg,,0,0
,0,serc,,0,0
1444868.0,67,vegan calcium supplement,,0,0
752721.0,38,metamizole magnesium oral 575.0 mg,,0,0
849515.0,56,cyproterone acetate oral 1.0 df tablet,desmopressin acetate 0.1 MG Oral Tablet,43,15
4511.0,67,acidum folicum streuli,folic acid,27,45
692977.0,67,ceftriaxone sodium dextrose,,0,0
219912.0,25,solulact,Simulect,50,50
1246101.0,100,pomegranate,pomegranate fruit extract,44,44
9853.0,100,na,sodium,0,0
859751.0,83,rosuvastatin calcium tablet 20 mg,rosuvastatin calcium 20 MG Oral Tablet,57,34
308136.0,55,amlodipine besilate w/candesartan cilexetil oral 5.0 mg tablet,amlodipine 2.5 MG Oral Tablet,35,22
1374567.0,50,tobramycin 300 mg,tobramycin 28 MG,70,70
1192444.0,67,collagen hydrolysate,,0,0
1000581.0,50,matrifen,trichlorfon,27,27
2283546.0,42,oral 1.0 df tablet,cholecalciferol 0.095 MG / folic acid 1 MG Oral Tablet,25,24
9853.0,100,na,sodium,0,0
855635.0,94,voltarin gel 1 topical,diclofenac sodium 0.01 MG/MG Topical Gel [Voltaren],23,37
151839.0,50,harzol,Haldol,50,50
1119399.0,80,everolimus 7.5 mg par,everolimus 7.5 MG,71,52
219083.0,25,azeo pangen,Pandel,27,27
2050648.0,100,clotrimazole/betamethasone dipropionate cream,,0,0
1924071.0,50,man 's daily one,,0,0
753517.0,75,lidene,Luden's,42,42
1794162.0,40,scale atriplex mix,,0,0
403879.0,83,imatinib mesylate oral 400.0 mg tablet,imatinib 400 MG Oral Tablet,50,26
9853.0,100,na,sodium,0,0
435.0,100,albuterol,albuterol,100,100
904431.0,86,alendronate sodium oral 70.0 mg tablet,alendronic acid 70 MG Oral Tablet,47,18
1165637.0,67,fondaparinux injection,fondaparinux Injectable Product,61,19
1313797.0,50,liposomal c,,0,0
221005.0,100,zemplar,Zemplar,85,85
214627.0,100,hydrocodone ibuprofen,hydrocodone / ibuprofen,91,91
1114335.0,100,rezira,,0,0
212549.0,100,norvasc/amlodipine besylate oral 5 mg tablet,amlodipine 5 MG Oral Tablet [Norvasc],29,34
859751.0,89,rosuvastatin calcium oral 20.0 mg film-coated tablet,rosuvastatin calcium 20 MG Oral Tablet,61,36
221176.0,75,trimethoprm,trimethoprim sulfate,55,55
596933.0,75,duloxetine 60 mg citron,duloxetine 60 MG,60,60
897022.0,75,amyra,Ampyra,66,66
1734205.0,25,felzartamab intravenous drip 16.0 mg/kg injection for infusion,,0,0
752882.0,50,voltaren gel,diclofenac Topical Gel [Voltaren],15,30
261551.0,25,lantus per pharmacy protocol,Lantus,17,17
,0,10.0 mg,,0,0
217906.0,75,klor-con m 10,,0,0
1250307.0,67,hrt cream,,0,0
1294588.0,100,olanzapine,olanzapine pamoate,55,55
2388190.0,100,tivicay pd,,0,0
617777.0,100,omeprazole sodium bicarbonate,omeprazole / sodium bicarbonate,93,93
1737778.0,60,lidocaine pain patch,lidocaine 0.04 MG/MG Medicated Patch,44,19
151619.0,50,dicamax,,0,0
285088.0,30,luvion therabel gienne pharma s.p.a,,0,0
1551455.0,25,sodanton,solasulfone,45,45
636270.0,75,tylenol sinus congestion,,0,0
284848.0,25,photon radiotherapy,Protopic,21,21
790717.0,80,carboxymethylcellulose sodium ophthalmic eye drop,,0,0
1807442.0,75,isolin,isolan,83,83
311264.0,71,lamotrigine  25.0 mg dispersible tablet,lamotrigine 25 MG Chewable Tablet,66,33
199362.0,33,oral 1000000 iu,cholecalciferol 0.025 MG Oral Tablet,16,16
19831.0,38,neulizer with budesomide,budesonide,37,37
6574.0,50,magnesium aspartat,magnesium,50,50
7646.0,100,omeprazole,omeprazole,100,100
10438.0,50,neophylline,theophylline,83,83
9143.0,100,ranitidine,ranitidine,100,100
214317.0,100,bisoprolol?hydrochlorothiazide,bisoprolol / hydrochlorothiazide,90,90
2047303.0,80,bayer extra strength pm,,0,0
8588.0,100,kalium,potassium,44,44
693386.0,33,dmard irrigation injection,,0,0
1809096.0,40,sufentanil citrate injection?idt biologika gmbh,sufentanil Injection,40,40
313195.0,67,tamoxifen oral 20.0 mg,tamoxifen 20 MG Oral Tablet,48,55
261417.0,50,quinapril/hydrochloorthiazide hexal,hydrochlorothiazide / quinapril,40,22
643.0,75,amlikacin,amikacin sulfate,43,43
2099132.0,82,fluorescein sodium and benoxinate hydrochloride opht soln 0.25%/0.4,benoxinate hydrochloride 4 MG/ML / fluorescein sodium 2.5 MG/ML Ophthalmic Solution,15,46
686438.0,100,invega,Invega,83,83
45318.0,75,haloetasol,halobetasol propionate,45,45
2054581.0,67,atovaquone tablet,,0,0
690077.0,100,benzalkonium chloride\lidocaine hydrochloride,benzalkonium / lidocaine,48,44
220113.0,100,super b?complex,,0,0
25480.0,75,gabapebtin,gabapentin,90,90
49247.0,100,dofetilide,dofetilide,100,100
1648915.0,38,loviscol .1 mg,meloxicam 1.5 MG/ML [Loxicom],24,24
274535.0,50,spiriva tiotropium bromide,Spiriva,23,23
709271.0,100,certolizumab pegol,certolizumab pegol,100,100
861612.0,50,alavalo,Livalo,57,57
725021.0,67,rivastigmine cutaneous 4.6 mg transdermal patch,24 HR rivastigmine 0.192 MG/HR Transdermal System,44,16
196474.0,50,azythromax,Zithromax,70,70
308469.0,100,b-complex tab,,0,0
6745.0,67,menopause gonadotropin,,0,0
370518.0,80,acetaminophen\diphenhydramine\phenylpropanolamine oral tablet,acetaminophen / diphenhydramine Oral Tablet,59,26
218149.0,50,autoshield ms,,0,0
2277329.0,50,verse drip,,0,0
262263.0,100,skullcap,skullcap preparation,40,40
316047.0,60,benicar/hctz 20/12.5,hydrochlorothiazide 12.5 MG,29,22
260243.0,67,progesterone oral 100.0 mg,progesterone 100 MG Oral Capsule,50,65
83553.0,100,seroquel,Seroquel,87,87
1429329.0,50,other gel,,0,0
1482645.0,50,ketoconazole lotion,chlorhexidine / ketoconazole Topical Lotion,44,23
655064.0,100,baby shampoo,,0,0
402531.0,33,herbal drink,,0,0
727705.0,38,humira 40 mg,0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira],11,16
261448.0,75,androlgel,Androgel,77,77
1791701.0,42,fluorouracil intravenous drip 2100.0 mg/m**2 solution for infusion,10 ML fluorouracil 50 MG/ML Injection,22,19
998740.0,50,docusate sodium sodium;sennoside a+b oral 200 mg,"docusate sodium 50 MG / sennosides, USP 8.6 MG Oral Tablet",53,25
687733.0,60,ra calcium high potency,,0,0
1191.0,25,assimilator,aspirin,36,36
328671.0,75,sertraline hydrochloride 50.0 mg,sertraline 50 MG,43,43
1182471.0,67,proventil inhalor,Proventil Inhalant Product,53,53
94.0,100,5-htp,5-hydroxytryptophan,26,26
218986.0,100,oxycontin hydrochloride,Oxycontin,34,34
225741.0,100,rabbit thymoglobulin,Thymoglobulin,60,60
1372696.0,50,calcion d plus,Caltrate Plus D,33,46
311759.0,88,montelukast sodium oral 4.0 mg chewable tablet,montelukast 4 MG Chewable Tablet,60,36
2390013.0,36,omegavail emulsified omega-3 1820 mg epa + dha,,0,0
1366550.0,67,budesonide oral 9.0 mg prolonged-release tablet,24 HR budesonide 9 MG Extended Release Oral Tablet,42,24
647377.0,88,simbicort turbuhaler,,0,0
992742.0,50,hm95573,,0,0
1866837.0,33,iph2201,,0,0
2169020.0,100,duralex,,0,0
199888.0,83,topiramate oral 25.0 mg tablet,topiramate 25 MG Oral Tablet,60,80
352650.0,67,flovent hfa aer,,0,0
1007835.0,67,calcium\cholecalciferol,calcium citrate / cholecalciferol,66,66
1361225.0,50,heparin 1000 units/ml 30ml,"heparin sodium, porcine 1000 UNT/ML",31,48
593441.0,75,lirica,Lyrica,66,66
281.0,50,aciclovir mylan,acyclovir,53,53
202450.0,100,nor-qd,,0,0
77754.0,75,ferumoxside,ferumoxsil,81,81
2283147.0,50,1 df tablet,,0,0
4059.0,100,erythropoietin,,0,0
1799394.0,100,deplin,,0,0
283810.0,75,bimatroprost,bimatoprost,91,91
630735.0,33,birth control yaz,,0,0
2028.0,100,carbohydrate,,0,0
227579.0,100,sufenta,,0,0
35406.0,40,1 a day vitamin for man,vitamin A palmitate,26,43
9853.0,100,na,sodium,0,0
4441.0,100,flecaine,flecainide,80,80
91601.0,80,equine thymocyte immune globulin  formulation,"lymphocyte immune globulin, anti-thymocyte globulin, equine",35,54
2393554.0,40,cytokine induce killer cell,,0,0
689555.0,75,acetaminophen\aspirin\codeine\phenobarbital,acetaminophen / aspirin / codeine,53,53
301543.0,100,advair,Advair,83,83
1797907.0,100,fluticasone prop 50mcg 120d nasal inhl,fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray,41,20
2464112.0,45,avobenzone\homosalate\octisalate\octocrylene topical,,0,0
89905.0,67,kroger multi-vitamin,,0,0
724859.0,71,armodafinil l oral 150.0 mg tablet,armodafinil 150 MG Oral Tablet,55,26
19711.0,100,amoxicillin clavulanate,amoxicillin / clavulanate,92,92
1592742.0,63,nintedanib esylate oral 200.0 mg capsule,nintedanib 100 MG Oral Capsule,55,52
217227.0,100,1 g,,0,0
1546423.0,38,bufferin acetylsalicylic acid,ethyl salicylate,34,37
1668011.0,27,gluc5 intravenous drip 250.0 ml injection,,0,0
6232.0,50,propavan propiomazine maleate,propiomazine hydrochloride,31,48
1649990.0,80,doxycycline oral 100 mg,doxycycline monohydrate 100 MG Oral Capsule,46,46
1431377.0,100,drug for acid related disorder,,0,0
217612.0,25,hydrocclor,Hydrocil,60,60
42375.0,50,leuprolide acetate,leuprolide,55,55
1539250.0,75,umeclidinium bromide respiratory inhalation powder,umeclidinium Dry Powder Inhaler,46,50
253182.0,50,insulin normal,"insulin, regular, human",47,39
216554.0,83,galenic /glucose/sodium cl/potassium cl/,glucose / potassium chloride / sodium chloride,30,36
2283147.0,40,1.0 df tablet,,0,0
1157604.0,100,salicylic acid topical,salicylic acid Topical Product,70,33
214614.0,67,hydrocodone bit and homatropine meth,homatropine / hydrocodone,30,66
349094.0,30,respiratory 2.0 df,budesonide 0.125 MG/ML Inhalation Suspension,13,15
688099.0,75,metoprolol succ tb er,,0,0
1008949.0,100,caffeine/phenobarbital,caffeine / phenobarbital,91,87
315970.0,100,furosemide 20 mg,furosemide 20 MG,87,62
9853.0,100,na,sodium,0,0
1539837.0,25,unspecifie multiple sclerosis medication,,0,0
316673.0,60,simvastatin 20 mg 1 daily,simvastatin 20 MG,60,60
4491.0,75,flurometholone,fluorometholone,93,93
1801237.0,67,flunisolide nasal spray,flunisolide Nasal Product,68,8
215193.0,100,alu-tab,,0,0
3100.0,50,astudal,dactinomycin,16,16
197512.0,83,ciprofloxacin sandoz hydrochloride oral 750 mg tablet,ciprofloxacin 750 MG Oral Tablet,47,22
23663.0,50,doxycyclo,doxycycline hyclate,42,42
284799.0,100,nexium,Nexium,83,83
1191.0,100,asa,aspirin,28,28
82728.0,50,zoloft natlrexone,Zoloft,29,29
2055906.0,100,eravacycline,eravacycline,100,100
5956.0,100,iohexol,iohexol,100,100
542409.0,50,citra-k,K-Phos,0,0
9853.0,100,na,sodium,0,0
262105.0,75,aromasim,Aromasin,75,75
4124.0,33,oestro gynaedron chlorphenesin ethinyl estradiol sulfanilamid,ethinyl estradiol,27,27
5036.0,50,ocadil,guanethidine,25,25
214618.0,100,lisinopri -hctz,hydrochlorothiazide / lisinopril,12,43
1596.0,100,bisacodyl ec,bisacodyl,75,75
1943803.0,18,"tridesonit 0,05 pour cent cr?me",,0,0
2907.0,50,cremafin,creatine,62,62
6095.0,25,kalidren,kininogenase,33,33
52101.0,100,cyclobenzaprin,cyclobenzaprine hydrochloride,48,48
224954.0,100,flexeril,,0,0
6832.0,100,methenamine,methenamine,100,100
11248.0,75,cyanncobalamin,vitamin B12,0,28
1435656.0,50,os-cal calcium carbonate colecalciferol,,0,0
1868560.0,67,iron d,,0,0
215051.0,50,afrin spr,Afrin,44,44
212984.0,100,lubricate jelly gel topical,,0,0
1536485.0,50,prixar,Purixan,57,57
352840.0,33,hawaiian tropic,,0,0
284622.0,100,articaine hydrochloride with epinephrine,articaine / epinephrine,55,47
194881.0,75,brinzalamide,brinzolamide,91,91
29950.0,50,celocurine,metocurine,80,80
1311386.0,50,spatone,skatole,71,71
216501.0,75,depocort,Desowen,25,25
1540053.0,100,vitamin d3,,0,0
315819.0,75,digoxin .125 mg,digoxin 0.125 MG,81,56
1493650.0,100,preplus tab,,0,0
195.0,33,true biotic,acetylcholinesterase,15,25
9853.0,100,na,sodium,0,0
27392.0,100,tropisetron hydrochloride,tropisetron,44,44
226872.0,100,pariet,,0,0
369097.0,75,hydrodcone bitartrate and acetaminophen tablet oral,acetaminophen Oral Tablet,29,17
197516.0,57,clarithromycin sandoz oral 400 mg tablet,clarithromycin 250 MG Oral Tablet,62,15
218088.0,100,lotensin,Lotensin,87,87
202842.0,100,eura,Eurax,60,60
235827.0,100,mebeverine hydrochloride,mebeverine hydrochloride,100,100
315315.0,100,alprazolam 1 mg,alprazolam 1 MG,86,60
1086780.0,44,viibryd 20ml forest laboratory inc oral tablet,vilazodone hydrochloride 20 MG Oral Tablet [Viibryd],25,21
70598.0,50,vonoprazan fumarate,fumarate,42,42
220570.0,67,tylenol cough/throat,,0,0
1014134.0,50,eltair,SaltAire,50,50
882488.0,50,felison,venison allergenic extract,19,19
1797933.0,40,flonase aqueous spray  50 ug,fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Flonase],22,20
214317.0,100,bisoprolol = hctz,bisoprolol / hydrochlorothiazide,50,50
9230.0,75,reglain,Reglan,71,71
72031.0,33,cal cium pyruvate,pyruvate,47,47
196463.0,50,prograf cap,Prograf,54,54
3638.0,100,doxepin,doxepin,100,100
378383.0,25,immunobladder intravesical,valrubicin Irrigation Solution,13,20
373800.0,100,ropinirole oral tablet,ropinirole Oral Tablet,90,31
979480.0,89,losartan potassium oral 100.0 mg film-coated tablet,losartan potassium 100 MG Oral Tablet,60,45
9853.0,100,na,sodium,0,0
1818.0,25,secotex,,0,0
219004.0,50,oyster calcium+d,,0,0
1049270.0,75,oxycodone acetaminophen 10 650 mg oral,acetaminophen 650 MG / oxycodone hydrochloride 10 MG Oral Tablet,26,51
6813.0,100,metadona,methadone,77,77
203152.0,100,sodium alendronate,alendronate sodium,22,100
485858.0,100,boswellia serrata extract,boswellia preparation,52,48
310385.0,100,fluoxetine hydrochloride 20 mg capsule,fluoxetine 20 MG Oral Capsule,50,36
567030.0,63,pronopin 1 mg,clonazepam 1 MG [Klonopin],23,34
1427624.0,100,thyroid therapy,,0,0
285159.0,67,passion flower tea,passion flower extract,77,45
1994204.0,7,see,,0,0
9853.0,100,na,sodium,0,0
261551.0,50,lantus optiset,Lantus,35,35
855172.0,100,levocetirizine oral 5 mg tablet,levocetirizine dihydrochloride 5 MG Oral Tablet,55,23
352712.0,67,icap ared formula,,0,0
486895.0,75,magnesium amino chelate,magnesium amino acid chelate,82,82
1430994.0,67,enalapril maleate w/lercanidipin hcl,,0,0
1815.0,100,bupivacaine,bupivacaine,100,100
43611.0,100,latanoprost,latanoprost,100,100
218348.0,67,mi-acid ds,Mi-Acid,50,50
107602.0,100,lidocaine with epinephrine,epinephrine / lidocaine,30,73
814394.0,80,betamethasone acetate sodium phosphate,betamethasone acetate / betamethasone sodium phosphate,70,70
215453.0,75,astilin,Astelin,71,71
704954.0,50,optive opth,,0,0
245135.0,38,transdermal 50.0 ug,72 HR fentanyl 0.05 MG/HR Transdermal System,25,34
904.0,100,antibody,,0,0
219314.0,100,polymyxin b sulfate -trimethoprim,polymyxin B / trimethoprim,72,24
1819.0,100,buprenorphine hydrochloride,buprenorphine,48,48
,0,6.0 mg,,0,0
214988.0,50,finomel,Acnomel,71,71
316664.0,75,sildenafil citrate  50.0 mg,sildenafil 50 MG,51,51
876075.0,50,"ringer 's lactate solution?[calcium chloride,?potassium chloride sodiu",calcium chloride / lactate / potassium chloride / sodium chloride Irrigation Solution,37,23
1429893.0,88,miracle foot repair cream topical 1.0 df,menthol 1 MG/ML Topical Cream [Miracle Foot Repair],29,33
42887.0,38,azo-silin,,0,0
691728.0,50,anti depressant  unspecified,,0,0
315759.0,100,dapsone 100 mg,dapsone 100 MG,85,57
1596781.0,75,testosterone transdermal 5.0 g gel,120 ACTUAT testosterone 10 MG/ACTUAT Topical Gel,35,25
309314.0,78,citalopram hydrobromide 40.0 mg film-coated tablet,citalopram 40 MG Oral Tablet,44,20
379040.0,100,nicotine lozenge,nicotine Oral Lozenge,76,71
90176.0,50,erco-fer,iron,25,25
210756.0,38,relaxil-g intravenous 500.0 mg,magnesium gluconate 500 MG Oral Tablet [Mag-G],15,19
220466.0,75,trimovate,Trimox,44,44
732598.0,50,occlusive dressing 1 gtt,,0,0
214223.0,100,amlodipine besylate benazepril hcl,amlodipine / benazepril,64,55
404854.0,100,amnesteem,Amnesteem,88,88
236465.0,25,dhe dehydroemetine,dehydroemetine hydrochloride,39,64
203370.0,100,fludara,,0,0
83818.0,50,irbesartan comp,irbesartan,66,66
852738.0,100,pinus strobus pollen,eastern white pine pollen extract,27,24
11251.0,33,multi bitamin,vitamin B complex,17,17
46967.0,31,surfactante b richet,beractant,35,45
261551.0,50,lanzul s,Lantus,50,50
1092209.0,7,ketomax 10,chloroxylenol 3 MG/ML / ketoconazole 3 MG/ML Topical Solution,9,9
2464531.0,22,2.0 df unspecified,,0,0
48305.0,100,colistimethate sodium,colistimethate sodium,100,100
384685.0,50,proctome,Pronto,50,50
239.0,100,aclacinomycin a,aclarubicin,46,46
,0,powder,,0,0
904458.0,80,pravastatin 10 mg tab,pravastatin sodium 10 MG Oral Tablet,50,44
1486130.0,50,prenatal pill,,0,0
220187.0,67,tear naturale f,Tears Naturale,66,66
1145803.0,50,b compl,Complera,25,25
15002.0,63,pirilene,4-cymene,37,37
435.0,50,albuterol/ventolin,albuterol,50,50
40112.0,100,granulocyte colony stimulating factor,,0,0
