rxcui,og_score,og_query,rxnorm_concept
353534.0,67,ventolin hfa aeresol,<NA>
700883.0,80,temozolomide cap 140 mg 3x5,temozolomide 140 MG Oral Capsule
1296190.0,33,maalox child chew,Gas-X with Maalox Chewable Product
4419.0,67,norwegian fish oil,fish oils
315566.0,60,carbamazepine oral 300.0 mg,carbamazepine 300 MG
18346.0,50,kenacort a,artesunate
197687.0,100,etoposide 50 mg capsule,etoposide 50 MG Oral Capsule
9853.0,100,na,sodium
220508.0,100,tums,Tums
9524.0,100,sulfasalazine,sulfasalazine
92103.0,100,centrum,<NA>
215451.0,80,aspirin\oxycodone hydrochloride\oxycodone terephthalate transplacental,aspirin / oxycodone hydrochloride / oxycodone terephthalate
5933.0,50,pvp jod,iodine
2342761.0,100,zoledronic acid for injection,<NA>
1860604.0,43,vitrum mineral nos;vitamin nos,<NA>
9853.0,100,na,sodium
114398.0,13,essential natural tremor relief,Temovate
902743.0,50,exalgo er,24 HR hydromorphone hydrochloride 8 MG Extended Release Oral Tablet [Exalgo]
6313.0,100,leucovorin ca,leucovorin
9853.0,100,na,sodium
218149.0,50,lipanthyl m,<NA>
1665060.0,60,cefazolin intravenous 2 gm,cefazolin 2000 MG Injection
8638.0,50,aprednislon,prednisolone
218979.0,100,oxsoralen?ultra,<NA>
352566.0,100,cortoderm,<NA>
72664.0,50,somatuline autogel,Somatuline
662263.0,100,dorzolamide and timolol,dorzolamide / timolol
898555.0,60,one-a-day vitamin,<NA>
91101.0,38,acetylsalicyclic acid,acetyl salicylate
37744.0,67,iron polymaltose transplacental,teferrol
151802.0,50,fucidin natrium,Fucidin
1087513.0,100,flexa,Flexall
997221.0,75,aricept 10 mg,donepezil hydrochloride 10 MG [Aricept]
215770.0,50,bufferin cold,Bufferin
1724341.0,67,hydromorphone hydrochloride oral 1.3 mg solution for injection,50 ML hydromorphone hydrochloride 10 MG/ML Injection
751613.0,100,bystolic,Bystolic
967012.0,67,oral 1 g powder for solution,polyethylene glycol 3350 236000 MG / potassium chloride 2970 MG / sodium bicarbonate 6740 MG / sodium chloride 5860 MG / sodium sulfate 22740 MG Powder for Oral Solution [Gavilyte-G]
9853.0,100,na,sodium
562252.0,29,clavulin duo forte tablet,amoxicillin / clavulanate Chewable Tablet
749785.0,80,ortho tri-cyclen 28,{7 (ethinyl estradiol 0.035 MG / norgestimate 0.18 MG Oral Tablet) / 7 (ethinyl estradiol 0.035 MG / norgestimate 0.215 MG Oral Tablet) / 7 (ethinyl estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Ortho Tri-Cyclen 28 Day]
795632.0,67,stress b complex vitamin nos,<NA>
2037.0,100,carbon monoxide,carbon monoxide
2463366.0,100,emtricitabine/tenofovir disoproxil fumarate,<NA>
9853.0,100,na,sodium
856834.0,80,amitriptyline hydrochloride 25.0 mg tablet,amitriptyline hydrochloride 25 MG Oral Tablet
208437.0,95,azulfidina oral 500 mg tablet,sulfasalazine 500 MG Oral Tablet [Azulfidine]
1098701.0,25,flugarda,Folgard
483440.0,83,pregabalin oral 150.0 mg capsule,pregabalin 150 MG Oral Capsule
262324.0,50,norflex plus,<NA>
2121591.0,45,heparin sodium subcutaneous 5000.0 df,"0.5 ML heparin sodium, porcine 10000 UNT/ML Prefilled Syringe"
213442.0,63,novolin 70/30 subcutaneous 20 df suspension for injection,"insulin isophane, human 70 UNT/ML / insulin, regular, human 30 UNT/ML Injectable Suspension [Novolin]"
389183.0,71,imidapril hydrochloride towa oral 2.5 mg tablet,imidapril 5 MG Oral Tablet
638596.0,100,januvia,Januvia
11359.0,75,luteina,lutein
7646.0,75,omeprazale,omeprazole
202750.0,100,betadine,Betadine
57529.0,100,foscarnet?sodium,foscarnet sodium
1370474.0,83,metopropolol succ 50 mg,metoprolol succinate 50 MG
7960.0,50,peflacine,pefloxacin
815187.0,100,prostata,<NA>
352381.0,100,glipizide-metformin hcl,glipizide / metformin
819516.0,100,diclofenac/acetaminophen,acetaminophen / diclofenac
1091.0,50,insugen r,arginine
33094.0,100,peppermint oil,peppermint oil
152332.0,100,sabril,Sabril
330253.0,60,testosterone intramuscular 100.0 mg,testosterone 100 MG
219055.0,75,pavinal,Pamine
1183864.0,42,multiplex oral,Multigen Oral Product
996562.0,60,namenda 10 mg qd,memantine hydrochloride 10 MG [Namenda]
214223.0,75,amlodipine benazepril,amlodipine / benazepril
3995.0,50,epirubicina teva,epirubicin
351125.0,30,subcutaneous 20.0 iu,follitropin alfa 600 UNT/ML Injectable Solution
89918.0,100,arginine hydrochloride,arginine hydrochloride
854238.0,27,enoxaparin 60 mg q12h,0.6 ML enoxaparin sodium 100 MG/ML Prefilled Syringe
19711.0,43,amoxicillin\clavulanic acid oral 1.0 df,amoxicillin / clavulanate
220115.0,60,super b-50 b-comp,<NA>
1043618.0,71,eucalyptol\menthol\methyl salicylate\thymol oral unspecified,eucalyptol / menthol / methyl salicylate / thymol
802597.0,33,durezol eye drop,Durezol
2597.0,50,clomipramine genere,clomipramine
52582.0,75,kyorin 5-aminosalicylic acid,mesalamine
22697.0,100,dexchlorpheniramine,dexchlorpheniramine
1375320.0,40,man 's multivitamin 1/day,<NA>
315921.0,43,famotidine 20 mg iv q12hrs,famotidine 20 MG
203015.0,50,persantine 75,Persantine
2369384.0,17,oculac,Ocusan Dry Eyes
3007.0,50,apo-dc,cycloserine
574982.0,60,nexium 20 mg mup,esomeprazole 20 MG [Nexium]
1086708.0,50,metalax,Metacam
253453.0,75,peginterferon alfa-2b ribavirin,peginterferon alfa-2b
283562.0,100,esomepra mag,esomeprazole magnesium
605203.0,88,glucosomine/chondroitin,<NA>
3407.0,75,digoxoin,digoxin
1946978.0,38,unspecife high blood pressure medication,<NA>
203213.0,50,force epirubicin hydrochloride,epirubicin hydrochloride
94650.0,50,doltrix,Zostrix
1607647.0,100,virt-vite gt,<NA>
993517.0,67,bupropion hcl 150,bupropion hydrochloride 150 MG
1155527.0,50,cortisone solution for injection,cortisone Injectable Product
313195.0,83,tamoxifen oral 20.0 mg tablet,tamoxifen 20 MG Oral Tablet
54251.0,100,oxybutynin chloride hcl,oxybutynin chloride
858810.0,80,enalapril maleate 20 mg oral,enalapril maleate 20 MG Oral Tablet
218772.0,100,norc,Norco
6470.0,100,lorazep,lorazepam
352951.0,100,restasis,Restasis
1014678.0,80,cetirizine hcl tablet 10 mg otc,cetirizine hydrochloride 10 MG Oral Tablet
225030.0,50,stangil,Monopril
1241571.0,33,unspecified ingredient,<NA>
1865234.0,100,oxycodone hydrochloride paracetamol,<NA>
1661017.0,20,abt-888 ind 115924,ABT-925
89905.0,67,natural multi-vitamin,<NA>
1536152.0,60,buckley 's congestion and cough,Buckley's Cough Suppressant
67109.0,100,dalteparin,dalteparin
197519.0,67,clindamycin 1,clindamycin 10 MG/ML Topical Lotion
11270.0,100,vivactil,<NA>
1294123.0,50,pertzye cap,Pertzye
1298324.0,56,mucinex dm 30/600 mg,12 HR dextromethorphan hydrobromide 30 MG / guaifenesin 600 MG Extended Release Oral Tablet
6064.0,50,genrx isotretinoin,isotretinoin
315438.0,75,atenolol 50 mg comprimido,atenolol 50 MG
2283147.0,50,1 df tablet,<NA>
37744.0,100,ferrum hausmann,teferrol
153329.0,100,irinotecan hydrochloride,irinotecan hydrochloride
813233.0,50,probiotic lactobacillus,<NA>
615905.0,100,lipidil ez,<NA>
6058.0,38,sorbifer durule,isosorbide dinitrate
199903.0,100,hydrochlorothiazide cap 12.5 mg,hydrochlorothiazide 12.5 MG Oral Capsule
2272830.0,50,theraflu,<NA>
1659903.0,28,lexomil roche oral .5 df,biotin 2.5 MG Oral Tablet [Lexinal]
26241.0,50,grannex,<NA>
11118.0,67,valproic acid syrup,valproic acid
9853.0,100,na,sodium
200033.0,67,carvedilol oral 25.0 mg,carvedilol 25 MG Oral Tablet
1026593.0,100,eldecalcitol,<NA>
358799.0,100,vardenafil 20 mg,vardenafil 20 MG
1307304.0,100,xtandi,Xtandi
793104.0,67,vitamin d3 5,<NA>
1048452.0,57,oral 7.5 g granule,colestipol hydrochloride 5000 MG Granules for Oral Suspension [Colestid]
218256.0,100,maxiflor,<NA>
259357.0,100,boron citrate,boron gluconate
1429100.0,60,other therapeutic product pill for pd,<NA>
11423.0,100,zinc oxide,zinc oxide
2050646.0,100,clobetasol ointment,<NA>
2105849.0,100,glasdegib oral tablet,glasdegib Oral Tablet
1000581.0,13,fluticasoneisal metrerol,trichlorfon
9853.0,100,na,sodium
11118.0,50,divalproex-250,valproic acid
221174.0,67,tolterodine tartrate teva,tolterodine tartrate
372078.0,100,estradiol oral tablet,estradiol Oral Tablet
40790.0,75,pantopraole,pantoprazole
7329.0,60,mouse nerve growth factor for injection,<NA>
1488818.0,100,technetium tc 99 m mpi mdp,technetium Tc 99m medronate
1293151.0,80,dry eye omega benefit prn,<NA>
606489.0,100,clexan forte,<NA>
562502.0,63,epoprostenol for i.v injection 1.5 mg teva,epoprostenol 1.5 MG Injection
542303.0,100,100 oxygen,oxygen 100 %
153822.0,86,candesartan cilexetil oral 4.0 mg tablet,candesartan cilexetil 4 MG Oral Tablet
235255.0,67,electrolyte-a,<NA>
7824.0,100,oxytocin chloride,oxytocin
233386.0,100,dexketoprofen trometamol,dexketoprofen trometamol
1782100.0,67,aminophylline injection usp,<NA>
202421.0,50,marevan nycomed,Coumadin
1486130.0,100,prenatal,<NA>
1537763.0,22,hylo-vision gel multi 10ml ophthalmic,<NA>
605203.0,100,glucosamine chondrontin,<NA>
82084.0,50,propranolol hyrochloride,propranolol hydrochloride
1489247.0,100,sensi-care protective barrier,Sensi-Care Protective Barrier
242461.0,67,cilostazol oral 100.0 mg,cilostazol 100 MG Oral Tablet
4493.0,100,fluoxetine,fluoxetine
898555.0,60,one a day woman,<NA>
220572.0,60,tylenol er 650 mg,<NA>
52175.0,50,losartan 100,losartan
285245.0,100,cinnamon,cinnamon preparation
346206.0,100,bactrim ds,<NA>
1736359.0,25,caynth shell cal,<NA>
69120.0,75,tiopropium bromide,tiotropium
9853.0,100,na,sodium
203167.0,50,l-keflex,Keflex
865154.0,56,bisoprolol fumarate oral 1.0 df tablet,bisoprolol fumarate 1.25 MG Oral Tablet
59943.0,100,imiquimod,imiquimod
285129.0,100,glyburide/metformin,glyburide / metformin
2262421.0,100,crizanlizumab?tmca,crizanlizumab-tmca
98395.0,50,homolog,<NA>
197.0,75,actylcysteine,acetylcysteine
203114.0,100,amiodarone,amiodarone hydrochloride
877227.0,50,diatrizoate meglumine\diatrizoate sodium other,<NA>
657941.0,100,antithrombotic agent,<NA>
215210.0,100,ami?tex la,<NA>
317524.0,60,triamcinolon cr 1 mg,triamcinolone 1 MG
349420.0,83,desloratadine teva oral 5 mg tablet,desloratadine 5 MG Oral Tablet
50193.0,100,freamine iii,<NA>
2054509.0,75,alendronate sodium/ cholecalciferol,<NA>
1164086.0,67,metronidazole topical liquid,metronidazole Topical Product
1743703.0,100,methylprednisolone  injection,methylprednisolone Injection
4083.0,50,estradiol hrt,estradiol
616487.0,80,quetiapine oral 50 mg,quetiapine 50 MG Oral Tablet
215838.0,100,calcium/magnesium + zinc,<NA>
126628.0,100,glucose blood test strip,<NA>
103990.0,50,levodopa methyl ester+carbidopa,carbidopa / levodopa
198014.0,80,naproxen aurobindo 500 mg tablet,naproxen 500 MG Oral Tablet
9853.0,100,na,sodium
400008.0,100,insulin glulisin,"insulin glulisine, human"
4850.0,75,glucosi,glucose
216671.0,33,ligogen xl,<NA>
313096.0,83,spironolactone oral 25.0 mg tablet,spironolactone 25 MG Oral Tablet
579787.0,25,tinctura opii,<NA>
47858.0,100,methsuximide,methsuximide
37806.0,50,terazol terconazole,terconazole
236361.0,50,landel,Tilia extract
41493.0,100,meloxicam,meloxicam
1940705.0,71,glecaprevir-pibrentasvir 100 40 mg,glecaprevir 100 MG / pibrentasvir 40 MG [Mavyret]
892537.0,50,feromax,Bromax
1294588.0,50,olanpazine,olanzapine pamoate
220277.0,50,multivitamin theragran,<NA>
466456.0,75,vit c with biflavanoid,<NA>
1721049.0,100,abatinex,<NA>
993452.0,67,denosumab subcutaneous 60 mg,1 ML denosumab 60 MG/ML Prefilled Syringe
197797.0,100,hydroxyurea oral 500 mg capsule,hydroxyurea 500 MG Oral Capsule
198735.0,75,l-lysine ace oral 500.0 mg tablet,lysine 500 MG Oral Tablet
284215.0,80,clindamycine mylan 300 mg capsule,clindamycin 300 MG Oral Capsule
487379.0,10,tienam,<NA>
859052.0,67,pramipexole dihydrochloride oral 1.4 mg,pramipexole dihydrochloride 1 MG Oral Tablet
219356.0,50,prevalon,<NA>
1430062.0,80,nyquil nighttime cold/flu medicine,<NA>
626.0,33,hx4,amdinocillin
1191.0,50,acetylsalicylicum,aspirin
379818.0,100,fenofibrate oral tablet,fenofibrate Oral Tablet
213379.0,100,arava tab 20 mg,leflunomide 20 MG Oral Tablet [Arava]
36387.0,50,eq senna-s,"sennosides, USP"
370579.0,67,amox tr tablet,amoxicillin Oral Tablet
2361.0,50,chlorhexidine gluconate unspecifie,chlorhexidine hydrochloride
1114883.0,20,jin youli xin ruibai,turmeric extract
1160437.0,67,nystatin acis topical,nystatin Topical Product
812178.0,40,multivitamin 1/2 tab bid,<NA>
9853.0,100,na,sodium
18631.0,75,azithrocycin,azithromycin
374234.0,100,sulfamethoxazole\trimethoprim oral tablet,sulfamethoxazole / trimethoprim Oral Tablet
835603.0,71,tramadol hyderochloride oral 50.0 mg tablet,tramadol hydrochloride 50 MG Oral Tablet
691811.0,13,investigational product oral 1.0 mg capsule,<NA>
213169.0,67,plavix tab 75.0 mg tablet,clopidogrel 75 MG Oral Tablet [Plavix]
828360.0,80,hydrocortisone acetate  10 mg,hydrocortisone acetate 10 MG/ML
9853.0,100,na,sodium
1191.0,50,aspirin cardio,aspirin
1426680.0,75,human immunoglobulin g intravenous,"immunoglobulin G, human"
235398.0,100,benoxinate hydrochloride,benoxinate hydrochloride
729743.0,75,sodium fluoride\triclosan oral,sodium fluoride / triclosan
607912.0,60,b?compl/b?12,<NA>
4478.0,100,fluoride topical,<NA>
11289.0,100,warfarin,warfarin
216222.0,100,coricidin,<NA>
115713.0,100,montelukast sodium,montelukast sodium
200371.0,58,citralopam oral 20.0 mg,citalopram 20 MG Oral Tablet
854873.0,83,zolpidem tartrate oral 10 mg,zolpidem tartrate 10 MG Oral Tablet
351127.0,67,cefditoren pivoxilo oral 200 mg,cefditoren pivoxil 200 MG Oral Tablet
861583.0,40,generic nexium citro oral 40.0 mg,esomeprazole 40 MG Granules for Oral Suspension [Nexium]
5933.0,75,idodine,iodine
274786.0,100,telithromycin,telithromycin
10402.0,29,.delta.8-tetrahydrocannabinol\device\herbals\nicotine,dronabinol
1049529.0,43,sudafe non-drowsy,pseudoephedrine hydrochloride 30 MG Oral Tablet [Sudafed]
240703.0,38,vitis comp oral tablet,<NA>
266893.0,33,tiapridal 100 mg,<NA>
262418.0,100,triatec,Altace
861007.0,80,metformin hydrochloride oral 500 mg,metformin hydrochloride 500 MG Oral Tablet
877467.0,43,dexpanthenol oral 2.0 df,dexpanthenol 0.2 MG/ML
2361291.0,50,tukysa 150,Tukysa
597966.0,60,atorvastatin 20 mg in the morning,atorvastatin 20 MG
6851.0,100,mtx,methotrexate
301543.0,38,advair 50/250,Advair
1192686.0,50,green super food powder,<NA>
218428.0,50,monistat 7 simply cure,<NA>
4821.0,25,glipixor,glipizide
2395462.0,50,allergy pills- flonase,<NA>
1734683.0,63,metamizole sodium intramuscular 1.0 g injection,ertapenem 1000 MG Injection
621590.0,100,sitagliptin phosphate,sitagliptin phosphate
616274.0,100,sutent,Sutent
1311370.0,100,succinate sodium,sodium succinate
852897.0,100,amlodipine-valsartan-hctz,amlodipine / hydrochlorothiazide / valsartan
1087600.0,25,program,<NA>
2396.0,100,chlorothiazide,chlorothiazide
825005.0,75,sancuso 3.1 mg/24 hr,168 HR granisetron 0.129 MG/HR Transdermal System [Sancuso]
8943.0,100,pulmonary surfactant,<NA>
391901.0,67,nifedipine oral 60.0 mg,nifedipine 60 MG Oral Tablet
244638.0,57,zinc oxide 40 w/w oint desitin,zinc oxide 0.4 MG/MG Topical Ointment
1311246.0,25,daikenchate,Raphanus sativa extract
807831.0,100,levetiracetam er tab,levetiracetam Extended Release Oral Tablet
2194.0,100,cefuroxima,cefuroxime
19484.0,50,bisoprolol alpharma,bisoprolol
392643.0,100,tramadol hcl?acetamin,<NA>
1028612.0,60,neurobion cyanocobalamin;pyridoxine hydrochloride;thiamine disulf,pyridoxine / thiamine / vitamin B12
9853.0,100,na,sodium
668708.0,75,calcium 600 + mineral,<NA>
214130.0,67,butalbital acetaminophen caffeine,acetaminophen / butalbital / caffeine
259449.0,100,grapefruit seed,grapefruit seed extract
202516.0,50,nitrobid nitrofurantoin,Nitro-Bid
1309303.0,100,rebalance,Rebalance
401971.0,86,olmesartan medoxomil oral 10.0 mg tablet,olmesartan medoxomil 10 MG Oral Tablet
4083.0,100,estradiol,estradiol
36387.0,60,docusate w/sennoside a+b,"sennosides, USP"
59308.0,100,chromium picolinate,chromium picolinate
884189.0,71,clonidine hydrochloride oral 3.0 df tablet,clonidine hydrochloride 0.3 MG Oral Tablet
6574.0,50,magnesium isoglycyrrhizinate,magnesium
8814.0,100,epoprostenol,epoprostenol
9853.0,100,na,sodium
619749.0,100,benserazide hydrochloride + levodopa,benserazide / levodopa
1157662.0,33,tramadol hydrochloride oral 3.0 df,tramadol Oral Product
3576.0,100,dna,<NA>
,0,dorner,<NA>
2263920.0,75,tylenol er acetaminophen,<NA>
215770.0,100,bufferin,Bufferin
603926.0,5,non specify medicaiton for herpes flare,Medicone
863669.0,89,tamsulosin hydrochloride oral 0.4 mg modified-release capsule soft,tamsulosin hydrochloride 0.4 MG Oral Capsule
1544378.0,56,methotrexate mdv subcutaneous 10.0 mg,0.2 ML methotrexate 50 MG/ML Auto-Injector
283554.0,100,cordycep sinensis,Cordyceps sinensis preparation
197391.0,100,baclofen tablet 10 mg,baclofen 10 MG Oral Tablet
854862.0,75,rabeprazole 20 mg,rabeprazole sodium 20 MG
371834.0,67,digoxin oral,digoxin Oral Tablet
1997443.0,80,human cytomegalovirus immune globulin intrathecal,"cytomegalovirus immune globulin, human"
8091.0,100,petrolatum,petrolatum
541192.0,50,omeprazole prilosec,omeprazole 10 MG [Prilosec]
218088.0,75,lortensin,Lotensin
2168911.0,100,mag-sr,<NA>
208813.0,27,tobradex oogdruppel flacon 5ml ophthalmic 1 gtt,dexamethasone 1 MG/ML / tobramycin 3 MG/ML Ophthalmic Suspension [Tobradex]
607573.0,63,aerius desloratadine oral 5.0 mg,desloratadine 0.5 MG/ML Oral Solution
705022.0,100,fluticasone propionate,fluticasone furoate
26225.0,75,ondasetron,ondansetron
251872.0,89,pantoprazole sodium oral 20.0 mg gastro-resistant tablet,pantoprazole 20 MG Delayed Release Oral Tablet
9997.0,100,spironolacton,spironolactone
2056244.0,86,acetaminophen\chlorpheniramine maleate\dextromethorphan hydrobromide\phenylephrine hydrochloride oral,<NA>
217405.0,50,otc cough medicine,<NA>
8156.0,50,vastarel f,phenylalanine
39230.0,33,urapidil 30 mg,urapidil
219348.0,17,codeinefosfaat rp tablet 20 mg,<NA>
596934.0,75,duloxetine delayed-release capsule usp 60 mg,duloxetine 60 MG Delayed Release Oral Capsule
1658460.0,100,tiotropium bromide olodaterol hydrochloride,olodaterol / tiotropium
313019.0,80,sodium chloride nebulizer nasal solution,sodium chloride Nasal Solution
855635.0,60,voltarene emulgel 1 gel,diclofenac sodium 0.01 MG/MG Topical Gel [Voltaren]
2282646.0,75,remedy calazime,<NA>
11248.0,50,b12 multivitamin,vitamin B12
834233.0,100,febuxostat 40 mg,febuxostat 40 MG
1685886.0,20,use her mother steroid pill,<NA>
3041.0,50,citarabina cloridrato,cytarabine
205323.0,80,celecoxib 200 mg oral,celecoxib 200 MG Oral Capsule
48203.0,50,amoxicillineamoxicillin clavulanic,clavulanate
1861414.0,50,docetaxel intravenous 87 mg solution for infusion,<NA>
1743569.0,67,droperidol epidural injection,droperidol Injection
215445.0,67,aspirin-low 81,<NA>
20493.0,67,cefuroxime axetil zhijun,cefuroxime axetil
1192626.0,100,mucinex fast-max dm max,<NA>
342998.0,100,norplant system,<NA>
153581.0,50,crinoren,Crinone
2174805.0,100,kanjinti,Kanjinti
1427172.0,50,opus cal,L-lactate
856705.0,75,amitriptyline hydrochloride 10.0 mg,amitriptyline hydrochloride 10 MG
1366202.0,75,sinot,Synotic
261448.0,100,androgel,Androgel
2054683.0,67,acetamino/codeine tablet,<NA>
8183.0,50,fenantoin,phenytoin
883.0,100,antiarrhythmic agent,<NA>
9853.0,100,na,sodium
151490.0,50,cardix,Cardene
21406.0,100,coenzyme q10,ubidecarenone
42402.0,33,platelet transfusion,<NA>
260012.0,50,pico-salix,salicin extract
1235324.0,100,soothe,<NA>
349199.0,71,valsartan od oral 80.0 mg tablet,valsartan 80 MG Oral Tablet
248642.0,67,fluoxetine hydrochloride oral 20.0 mg,fluoxetine 20 MG Oral Tablet
7405.0,40,compound vitamin 3 injection,niacinamide
9853.0,100,na,sodium
152061.0,100,mirena,Mirena
311033.0,46,insulin human subcutaneous 8.0 iu solution for injection,"insulin, regular, human 100 UNT/ML Injectable Solution [Novolin R]"
4337.0,50,fentanyl hameln,fentanyl
861467.0,80,meperidine hydrochloride  50.0 mg tablet,meperidine hydrochloride 50 MG Oral Tablet
278346.0,75,lovoza,Lovaza
372571.0,75,fadrozole hydrochloride oral tablet,letrozole Oral Tablet
1156.0,75,asparaginat,asparaginase
4917.0,100,ntg,nitroglycerin
314231.0,100,simvastatin 10 mg tablet,simvastatin 10 MG Oral Tablet
253182.0,100,insulin,"insulin, regular, human"
9853.0,100,na,sodium
1166088.0,75,abortion pill,Azor Pill
602742.0,100,florastor,Florastor
1119574.0,67,pre?protein,<NA>
174742.0,100,plavix,Plavix
824547.0,33,goji and acai juice,acai extract
1727556.0,50,dimaval,diisopropylamine dichloroacetate
8588.0,33,losartan?kalium hctad,potassium
856456.0,100,propranolol 20 mg,propranolol hydrochloride 20 MG
91344.0,67,refresh eye ointment,Ophthalmic Ointment
1368955.0,100,delzicole,Delzicol
1424888.0,100,fluticasone furoate/ vilanterol,fluticasone / vilanterol
1423324.0,25,allerchor,Allercaine
1860599.0,29,vitacrave multi gummie,<NA>
216187.0,80,milk of magnesia concentrate,<NA>
405805.0,75,avdare,Avar
1923054.0,80,kisqali femara co-pack,{28 (letrozole 2.5 MG Oral Tablet [Femara]) / 21 (ribociclib 200 MG Oral Tablet [Kisqali]) } Pack [Kisqali Femara Co-Pack 200]
,0,2 mg tablet,<NA>
202585.0,50,klonopin clonazepam,Klonopin
142144.0,100,betaxolol,betaxolol hydrochloride
1191.0,100,aspirin,aspirin
83156.0,50,prevacid capsule,Prevacid
1049621.0,50,oxycodon tablet 5 mg brand name not specify,oxycodone hydrochloride 5 MG Oral Tablet
3355.0,50,generic diclofenac,diclofenac
991247.0,29,ass dexcel protect 100 mg tabletten 100.0 tablet,piperazine 100 MG Chewable Tablet [Excel Roundworm De Wormer]
314200.0,83,pantoprazole sodium  40 mg tablet,pantoprazole 40 MG Delayed Release Oral Tablet
227783.0,50,tessalon pearl,Tessalon
104592.0,50,sup cyproheptadine,cyproheptadine hydrochloride
336276.0,50,pranol  oral 20 mg,phenol 20 MG/ML
9853.0,100,na,sodium
1358339.0,50,vick,<NA>
9873.0,50,sodium fluoride mouth wash,sodium fluoride
899518.0,100,dexmethylphenidate hydrochloride tablet 5 mg,dexmethylphenidate hydrochloride 5 MG Oral Tablet
866511.0,63,metoprolol tartrate  film-coated tablet,metoprolol tartrate 100 MG Oral Tablet
1431364.0,50,blood transfusion,<NA>
82112.0,50,trazo-done,trazodone hydrochloride
1427616.0,50,renal,<NA>
897640.0,67,verapamil hydrochloride  180.0 mg tablet,verapamil hydrochloride 180 MG Extended Release Oral Tablet
606232.0,75,rosanil sulfacetamide sodium;sulfur,<NA>
388420.0,50,cutaneous,<NA>
1855092.0,50,cyclodryl,cyclodrine
1170731.0,40,generic allergy pill,Kids-Eeze Allergy Pill
218998.0,50,moister,<NA>
21406.0,67,co?enzyme,ubidecarenone
1235585.0,100,raltegravir potassium,raltegravir potassium
217905.0,33,flor con,Klor-Con
312961.0,83,simvastatin oral 20.0 mg tablet,simvastatin 20 MG Oral Tablet
1421893.0,29,unspecified ingredient topical,lidocaine 40 MG/ML Topical Cream
621530.0,100,lycopodium,<NA>
10456.0,100,thiamine chloride hydrochloride,thiamine mononitrate
993470.0,100,midodrine 5 mg tablet,midodrine hydrochloride 5 MG Oral Tablet
313421.0,67,tolnaftate topical 1 df cutaneous spray,tolnaftate 10 MG/ML Topical Spray
542409.0,50,biote adk,K-Phos
274771.0,100,nelarabina,nelarabine
9808.0,100,sitosterol,sitosterols
615106.0,100,sodium chloride 0.9,sodium chloride 0.154 MEQ/ML
6574.0,33,adrenal support magnesium,magnesium
213169.0,80,plavix 75 mg coated tablet,clopidogrel 75 MG Oral Tablet [Plavix]
216524.0,50,neodex dexamethasone\neomycin,dexamethasone / neomycin
1673026.0,75,one daily multivitamin,<NA>
9853.0,100,na,sodium
334799.0,50,fluorouracil  3350 mg,fluorouracil 250 MG
358263.0,50,tadalafil-psp,tadalafil
8263.0,50,phosphoric acid,phosphorus
833528.0,83,amiodarone hydrochloride oral 200.0 mg tablet,amiodarone hydrochloride 200 MG Oral Tablet
1867702.0,33,oral 7500.0 mg drug unspecified form,menthol 0.3 MG/ML Mouthwash
197511.0,67,ciprofloxacin 250 mg oral 14.0 df coated tablet,ciprofloxacin 250 MG Oral Tablet
40790.0,50,pantoprazolum farmacom,pantoprazole
93044.0,40,kenalog aerosol spray,triamcinolone Topical Spray [Kenalog]
215850.0,50,caltrate /00751519,Caltrate
28439.0,75,lamotriginc,lamotrigine
9853.0,100,na,sodium
203168.0,100,amitriptylie,amitriptyline hydrochloride
200094.0,57,irbesartan  film-coated tablet,irbesartan 75 MG Oral Tablet
1244554.0,50,misodol,Mitosol
1539837.0,33,heart related medication,<NA>
1544401.0,63,methotrexate subcutaneous 0.6 ml,0.6 ML methotrexate 50 MG/ML Auto-Injector
615880.0,60,increlex 10mg/ml,mecasermin 10 MG/ML [Increlex]
388614.0,100,capsule hard,<NA>
3264.0,100,dexamethasone,dexamethasone
2468436.0,100,aluminium hydroxide-magnesium carbonate,aluminum magnesium hydroxide carbonate
704789.0,33,corbithyrex mite,<NA>
1091717.0,10,provisacor 20 mg comprimido recubierto con pelicula 28,sodium hyaluronate 10 MG/ML [Provisc]
236782.0,25,boulardi lyo,Saccharomyces boulardii
197884.0,80,lisinopril 40 mg tablet daily,lisinopril 40 MG Oral Tablet
224965.0,50,dexosyn,Desoxyn
7278.0,33,duo nebulizer treatment,<NA>
373522.0,75,potassium chloride oral,potassium chloride Oral Solution
978006.0,95,ioperamide oral 2 mg capsule,loperamide hydrochloride 2 MG Oral Capsule
26420.0,100,haloperidol,haloperidol decanoate
28874.0,25,nolotil /spa/,Lomotil
1426587.0,100,allegra d 24 hr,<NA>
1605363.0,8,unspecified epilepsy medication,Elepsia
1151549.0,75,acetaminophen\hydrocodone oral,acetaminophen / hydrocodone Oral Product
1152785.0,67,clindamycin oral,clindamycin Oral Product
4419.0,100,omega -3 fish oil,fish oils
583490.0,83,duragesic 12mcg/hr patch,72 HR fentanyl 0.012 MG/HR Transdermal System [Duragesic]
200345.0,83,simvastatin oral 80.0 mg tablet,simvastatin 80 MG Oral Tablet
132907.0,100,phenethicillin potassium,potassium phenethicillin
9863.0,67,benzalkonium chloride sodium,sodium chloride
1306127.0,100,disodium adenosine triphosphate,adenosine triphosphate disodium
