prod_ai,trade_name,nda_num
FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,90759
FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,91553
AMPHOTERICIN B,FUNGIZONE,60570
LINDANE,GAMENE,84989
HYDROCORTISONE,GLYCORT,87489
HYDROCORTISONE,H-CORT,86824
HALOBETASOL PROPIONATE,HALOBETASOL PROPIONATE,211464
PYRITHIONE ZINC,HEAD & SHOULDERS CONDITIONER,19412
HYDROCORTISONE,HYDROCORTISONE,87317
HYDROCORTISONE,HYDROCORTISONE,87315
HYDROCORTISONE,HYDROCORTISONE,40351
HYDROCORTISONE,HYDROCORTISONE,40417
HYDROCORTISONE,HYDROCORTISONE,85282
HYDROCORTISONE,HYDROCORTISONE,85282
HYDROCORTISONE,HYDROCORTISONE,89705
HYDROCORTISONE,HYDROCORTISONE,85662
HYDROCORTISONE,HYDROCORTISONE,85663
HYDROCORTISONE,HYDROCORTISONE,89024
HYDROCORTISONE,HYDROCORTISONE,40247
HYDROCORTISONE,HYDROCORTISONE,203804
HYDROCORTISONE BUTYRATE,HYDROCORTISONE BUTYRATE,210209
HYDROCORTISONE BUTYRATE,HYDROCORTISONE BUTYRATE,209556
HYDROCORTISONE,HYTONE,80473
HYDROCORTISONE,HYTONE,80473
CLOBETASOL PROPIONATE,IMPEKLO,213691
IVERMECTIN,IVERMECTIN,210720
BENTOQUATAM,IVY BLOCK,20532
TRIAMCINOLONE ACETONIDE,KENALOG,84343
TRIAMCINOLONE ACETONIDE,KENALOG,11602
TRIAMCINOLONE ACETONIDE,KENALOG,84343
TRIAMCINOLONE ACETONIDE,KENALOG,11602
SULFACETAMIDE SODIUM,KLARON,19931
LINDANE,KWELL,84218
LINDANE,KWELL,6309
AMMONIUM LACTATE,LAC-HYDRIN,19155
LINDANE,LINDANE,87313
LINDANE,LINDANE,88190
HYDROCORTISONE BUTYRATE,LOCOID,22076
CLOTRIMAZOLE,LOTRIMIN,18813
BETAMETHASONE DIPROPIONATE; CLOTRIMAZOLE,LOTRISONE,20010
MALATHION,MALATHION,78743
MALATHION,MALATHION,91559
METRONIDAZOLE,METROLOTION,20901
METRONIDAZOLE,METRONIDAZOLE,77197
MOMETASONE FUROATE,MOMETASONE FUROATE,76499
MOMETASONE FUROATE,MOMETASONE FUROATE,77678
MOMETASONE FUROATE,MOMETASONE FUROATE,75919
MOMETASONE FUROATE,MOMETASONE FUROATE,90506
MOMETASONE FUROATE,MOMETASONE FUROATE,77180
MOMETASONE FUROATE,MOMETASONE FUROATE,76788
MICONAZOLE NITRATE,MONISTAT-DERM,17739
PERMETHRIN,NIX,19435
PERMETHRIN,NIX,19918
HYDROCORTISONE,NUTRACORT,80443
HYDROCORTISONE,NUTRACORT,80443
HYDROCORTISONE,NUTRACORT,87644
MALATHION,OVIDE,18613
OXICONAZOLE NITRATE,OXISTAT,20209
METHOXSALEN,OXSORALEN,9048
PERMETHRIN,PERMETHRIN,75014
PERMETHRIN,PERMETHRIN,76090
HYDROCORTISONE ACETATE; PRAMOXINE HYDROCHLORIDE,PRAMOSONE,83213
HYDROCORTISONE ACETATE; PRAMOXINE HYDROCHLORIDE,PRAMOSONE,85980
HYDROCORTISONE ACETATE; PRAMOXINE HYDROCHLORIDE,PRAMOSONE,85979
LINDANE,SCABENE,86769
AVOBENZONE; OCTINOXATE; OXYBENZONE,SHADE UVAGUARD,20045
IVERMECTIN,SKLICE,202736
HYDROCORTISONE,STIE-CORT,89066
HYDROCORTISONE,STIE-CORT,89074
SULFACETAMIDE SODIUM,SULFACETAMIDE SODIUM,77015
SULFACETAMIDE SODIUM,SULFACETAMIDE SODIUM,78649
SULFACETAMIDE SODIUM,SULFACETAMIDE SODIUM,78668
TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,202374
TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,202374
TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,87191
TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,87192
TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,89129
TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,40467
TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,40467
TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,213559
TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,213559
TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,40672
TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,204608
TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,204606
TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,88450
TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,88451
BENZYL ALCOHOL,ULESFIA,22129
HALOBETASOL PROPIONATE,ULTRAVATE,208183
BETAMETHASONE BENZOATE,UTICORT,17528
BETAMETHASONE VALERATE,VALISONE,16932
ABAMETAPIR,XEGLYZE,206966
CYANOCOBALAMIN; CYANOCOBALAMIN CO-57; CYANOCOBALAMIN CO-58,DICOPAC KIT,17406
FLUOCINOLONE ACETONIDE,DERMOTIC,19452
FLUOCINOLONE ACETONIDE,FLAC,210736
FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,202705
FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,91306
FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,203378
FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,202849
FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,213264
FLUOCINOLONE ACETONIDE,FLUOCINONIDE ACETONIDE,211815
ETHIODIZED OIL,LIPIODOL,9190
FLUOCINOLONE ACETONIDE,DERMA-SMOOTHE/FS,19452
FLUOCINOLONE ACETONIDE,DERMA-SMOOTHE/FS,19452
FLUOCINOLONE ACETONIDE,FLUCINOLONE ACETONIDE,210556
FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,91514
FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,201759
FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,201764
FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,90982
FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,203377
FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,202847
FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,202848
FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,202368
FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,209336
FLUOCINOLONE ACETONIDE,FLUOCINONIDE ACETONIDE,210539
BETAMETHASONE DIPROPIONATE,BETAMETHASONE DIPROPIONATE,74304
BETAMETHASONE DIPROPIONATE,BETAMETHASONE DIPROPIONATE,75373
BETAMETHASONE DIPROPIONATE,BETAMETHASONE DIPROPIONATE,209106
BETAMETHASONE DIPROPIONATE,BETAMETHASONE DIPROPIONATE,76753
BETAMETHASONE DIPROPIONATE,BETAMETHASONE DIPROPIONATE,206118
BETAMETHASONE DIPROPIONATE,DIPROLENE,18741
NITROGLYCERIN,RECTIV,21359
MUPIROCIN CALCIUM,BACTROBAN,50703
HYDROCORTISONE; TETRACYCLINE HYDROCHLORIDE,ACHROMYCIN,50272
TETRACYCLINE HYDROCHLORIDE,ACHROMYCIN,50266
CHLORTETRACYCLINE HYDROCHLORIDE,AUREOMYCIN,50404
ACYCLOVIR,AVACLYR,202408
BACITRACIN,BACIGUENT,60734
BACITRACIN,BACITRACIN,60687
BACITRACIN,BACITRACIN,61212
BACITRACIN,BACITRACIN,62158
BACITRACIN,BACITRACIN,62453
BACITRACIN ZINC; POLYMYXIN B SULFATE,BACITRACIN ZINC AND POLYMYXIN B SULFATE,64028
BACITRACIN ZINC; POLYMYXIN B SULFATE,BACITRACIN ZINC AND POLYMYXIN B SULFATE,64046
BACITRACIN ZINC; POLYMYXIN B SULFATE,BACITRACIN ZINC AND POLYMYXIN B SULFATE,65022
BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,BACITRACIN ZINC-NEOMYCIN SULFATE-POLYMYXIN B SULFATE,62386
BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,BACITRACIN-NEOMYCIN-POLYMYXIN,62167
BACITRACIN; HYDROCORTISONE ACETATE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,BACITRACIN-NEOMYCIN-POLYMYXIN W/ HYDROCORTISONE ACETATE,60731
BACITRACIN ZINC; HYDROCORTISONE ACETATE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,BACITRACIN-NEOMYCIN-POLYMYXIN W/ HYDROCORTISONE ACETATE,62166
SULFACETAMIDE SODIUM,BLEPH-10,84015
PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM,BLEPHAMIDE S.O.P.,87748
SULFACETAMIDE SODIUM,CETAMIDE,80021
PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM,CETAPRED,87771
CHLORAMPHENICOL,CHLORAMPHENICOL,60133
CHLORAMPHENICOL,CHLOROFAIR,62439
CHLORAMPHENICOL,CHLOROMYCETIN,50156
CHLORAMPHENICOL; POLYMYXIN B SULFATE,CHLOROMYXIN,50203
CHLORAMPHENICOL,CHLOROPTIC S.O.P.,61187
CHLORAMPHENICOL; PREDNISOLONE,CHLOROPTIC-P S.O.P.,61188
CIPROFLOXACIN HYDROCHLORIDE,CILOXAN,20369
BACITRACIN ZINC; HYDROCORTISONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,CORTISPORIN,50416
DEXAMETHASONE SODIUM PHOSPHATE,DECADRON,11977
DEXAMETHASONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,DEXACIDIN,62566
DEXAMETHASONE SODIUM PHOSPHATE,DEXAIR,88071
DEXAMETHASONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,DEXASPORIN,62411
CHLORAMPHENICOL,ECONOCHLOR,61648
ERYTHROMYCIN,ERYTHROMYCIN,64030
ERYTHROMYCIN,ERYTHROMYCIN,64067
ERYTHROMYCIN,ERYTHROMYCIN,62447
ERYTHROMYCIN,ERYTHROMYCIN,62446
ERYTHROMYCIN,ERYTHROMYCIN,62481
ISOFLUROPHATE,FLOROPRYL,10656
FLUOROMETHOLONE,FML,17760
SULFISOXAZOLE DIOLAMINE,GANTRISIN,8414
GENTAMICIN SULFATE,GARAMYCIN,50425
GENTAMICIN SULFATE,GENTACIDIN,62501
GENTAMICIN SULFATE,GENTAFAIR,62443
GENTAMICIN SULFATE,GENTAMICIN SULFATE,64093
GENTAMICIN SULFATE,GENTAMICIN SULFATE,65024
HYDROCORTISONE ACETATE,HYDROCORTISONE ACETATE,80828
ERYTHROMYCIN,ILOTYCIN,50368
LOTEPREDNOL ETABONATE,LOTEMAX,200738
BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,LUMI-SPORYN,50417
DEXAMETHASONE SODIUM PHOSPHATE,MAXIDEX,83342
DEXAMETHASONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,MAXITROL,50065
PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM,METIMYD,10210
BACITRACIN; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,MYCITRACIN,61048
HYDROCORTISONE ACETATE; NEOMYCIN SULFATE,NEO-CORTEF,60610
HYDROCORTISONE ACETATE; NEOMYCIN SULFATE,NEO-CORTEF,60610
NEOMYCIN SULFATE; PREDNISOLONE ACETATE,NEO-DELTA-CORTEF,61039
NEOMYCIN SULFATE; PREDNISOLONE ACETATE,NEO-DELTA-CORTEF,61039
NEOMYCIN SULFATE; PREDNISOLONE SODIUM PHOSPHATE,NEO-HYDELTRASOL,50378
METHYLPREDNISOLONE; NEOMYCIN SULFATE,NEO-MEDROL,60645
BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,NEO-POLYCIN,60647
DEXAMETHASONE SODIUM PHOSPHATE; NEOMYCIN SULFATE,NEODECADRON,50324
BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,NEOMYCIN AND POLYMYXIN B SULFATES AND BACITRACIN ZINC,65088
BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,NEOMYCIN AND POLYMYXIN B SULFATES AND BACITRACIN ZINC,64064
BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,NEOMYCIN AND POLYMYXIN B SULFATES AND BACITRACIN ZINC,60764
DEXAMETHASONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,NEOMYCIN AND POLYMYXIN B SULFATES AND DEXAMETHASONE,64063
DEXAMETHASONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,NEOMYCIN AND POLYMYXIN B SULFATES AND DEXAMETHASONE,62938
BACITRACIN ZINC; HYDROCORTISONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,"NEOMYCIN AND POLYMYXIN B SULFATES, BACITRACIN ZINC AND HYDROCORTISONE",65213
BACITRACIN ZINC; HYDROCORTISONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,"NEOMYCIN AND POLYMYXIN B SULFATES, BACITRACIN ZINC AND HYDROCORTISONE",64068
BACITRACIN ZINC; POLYMYXIN B SULFATE,OCUMYCIN,62430
CHLORAMPHENICOL; HYDROCORTISONE ACETATE; POLYMYXIN B SULFATE,OPHTHOCORT,50201
BACITRACIN ZINC; POLYMYXIN B SULFATE,POLYSPORIN,61229
GENTAMICIN SULFATE; PREDNISOLONE ACETATE,PRED-G,50612
PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM,PREDSULFAIR,88032
SULFACETAMIDE SODIUM,SODIUM SULAMYD,5963
NEOMYCIN SULFATE; POLYMYXIN B SULFATE,STATROL,50344
IDOXURIDINE,STOXIL,15868
SULFACETAMIDE SODIUM,SULFACETAMIDE SODIUM,80029
SULFACETAMIDE SODIUM,SULFAIR 10,88000
OXYTETRACYCLINE HYDROCHLORIDE; POLYMYXIN B SULFATE,TERRAMYCIN W/ POLYMYXIN B SULFATE,61015
DEXAMETHASONE; TOBRAMYCIN,TOBRADEX,50616
TOBRAMYCIN,TOBREX,50555
PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM,VASOCIDIN,88791
VIDARABINE,VIRA-A,50486
BACITRACIN ZINC; HYDROCORTISONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,"ZINC BACITRACIN,NEOMYCIN SULFATE,POLYMYXIN B SULFATE & HYDROCORTISONE",62389
PREDNISOLONE SODIUM PHOSPHATE,HYDELTRASOL,11028
HYDROCORTISONE ACETATE,HYDROCORTONE,9018
OXYTETRACYCLINE HYDROCHLORIDE; POLYMYXIN B SULFATE,TERRAMYCIN W/ POLYMYXIN,61841
ALCLOMETASONE DIPROPIONATE,ACLOVATE,18702
ACYCLOVIR,ACYCLOVIR,209000
ACYCLOVIR,ACYCLOVIR,204605
ACYCLOVIR,ACYCLOVIR,206437
ACYCLOVIR,ACYCLOVIR,210774
ACYCLOVIR,ACYCLOVIR,205974
ACYCLOVIR,ACYCLOVIR,211794
ACYCLOVIR,ACYCLOVIR,205591
ACYCLOVIR,ACYCLOVIR,206633
ACYCLOVIR,ACYCLOVIR,205510
ACYCLOVIR,ACYCLOVIR,202459
ACYCLOVIR,ACYCLOVIR,205659
ACYCLOVIR,ACYCLOVIR,212495
ACYCLOVIR,ACYCLOVIR,205469
ACYCLOVIR,ACYCLOVIR,209971
ACYCLOVIR,ACYCLOVIR,201501
ERYTHROMYCIN,AKNE-MYCIN,50584
ALCLOMETASONE DIPROPIONATE,ALCLOMETASONE DIPROPIONATE,76884
ALCLOMETASONE DIPROPIONATE,ALCLOMETASONE DIPROPIONATE,79227
ALCLOMETASONE DIPROPIONATE,ALCLOMETASONE DIPROPIONATE,76730
LIDOCAINE,ALPHACAINE,84944
LIDOCAINE,ALPHACAINE,84946
LIDOCAINE,ALPHACAINE,84947
BETAMETHASONE DIPROPIONATE,ALPHATREX,19143
RETAPAMULIN,ALTABAX,22055
AMCINONIDE,AMCINONIDE,76096
AMCINONIDE,AMCINONIDE,76367
TRIAMCINOLONE ACETONIDE,ARISTOCORT,80750
TRIAMCINOLONE ACETONIDE,ARISTOCORT,80745
TRIAMCINOLONE ACETONIDE,ARISTOCORT A,80750
TRIAMCINOLONE ACETONIDE,ARISTOCORT A,88780
TRIAMCINOLONE ACETONIDE,ARISTOCORT A,80745
TRIAMCINOLONE ACETONIDE,ARISTOCORT A,88781
BACITRACIN,BACITRACIN,62799
BACITRACIN,BACITRACIN,62857
BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,BACITRACIN ZINC-NEOMYCIN SULFATE-POLYMYXIN B SULFATE,62833
BACITRACIN ZINC; POLYMYXIN B SULFATE,BACITRACIN ZINC-POLYMYXIN B SULFATE,62849
MUPIROCIN,BACTROBAN,50591
BETAMETHASONE VALERATE,BETA-VAL,70069
BETAMETHASONE DIPROPIONATE,BETAMETHASONE DIPROPIONATE,71012
BETAMETHASONE DIPROPIONATE,BETAMETHASONE DIPROPIONATE,214048
BETAMETHASONE DIPROPIONATE,BETAMETHASONE DIPROPIONATE,19141
BETAMETHASONE DIPROPIONATE,BETAMETHASONE DIPROPIONATE,72526
BETAMETHASONE DIPROPIONATE,BETAMETHASONE DIPROPIONATE,19140
BETAMETHASONE DIPROPIONATE,BETAMETHASONE DIPROPIONATE,74271
BETAMETHASONE DIPROPIONATE,BETAMETHASONE DIPROPIONATE,71477
BETAMETHASONE VALERATE,BETAMETHASONE VALERATE,70051
BETAMETHASONE VALERATE,BETAMETHASONE VALERATE,18865
BETAMETHASONE VALERATE,BETAMETHASONE VALERATE,71478
BETAMETHASONE VALERATE,BETAMETHASONE VALERATE,18864
BETAMETHASONE VALERATE,BETAMETHASONE VALERATE,70486
BETAMETHASONE VALERATE,BETATREX,18863
CALCIPOTRIENE,CALCIPOTRIENE,90633
BETAMETHASONE DIPROPIONATE; CALCIPOTRIENE,CALCIPOTRIENE AND BETAMETHASONE DIPROPIONATE,200174
BETAMETHASONE DIPROPIONATE; CALCIPOTRIENE,CALCIPOTRIENE AND BETAMETHASONE DIPROPIONATE,201615
MUPIROCIN,CENTANY,50788
CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE,74128
CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE,211800
CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE,210551
CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE,74089
CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE,211295
CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE,74407
CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE,208933
CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE,75057
CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE,208841
CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE,74248
CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE,208589
CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE,212926
CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE,209701
CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE,210199
FLURANDRENOLIDE,CORDRAN,12806
FLURANDRENOLIDE,CORDRAN,12806
FLURANDRENOLIDE; NEOMYCIN SULFATE,CORDRAN N,50345
HYDROCORTISONE ACETATE,CORTEF ACETATE,8917
HYDROCORTISONE ACETATE,CORTEF ACETATE,8917
BACITRACIN ZINC; HYDROCORTISONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,CORTISPORIN,50168
HYDROCORTISONE,CORTRIL,9176
HYDROCORTISONE,CORTRIL,9176
FLUTICASONE PROPIONATE,CUTIVATE,19957
AMCINONIDE,CYCLOCORT,18498
PREDNICARBATE,DERMATOP,19568
DESONIDE,DESONIDE,208836
DESONIDE,DESONIDE,212473
DESONIDE,DESONIDE,210998
DESONIDE,DESONIDE,75751
DESONIDE,DESONIDE,209996
DESONIDE,DESONIDE,17426
DESONIDE,DESONIDE,74254
DESONIDE,DESONIDE,212002
DESONIDE,DESOWEN,71425
DESOXIMETASONE,DESOXIMETASONE,204965
DESOXIMETASONE,DESOXIMETASONE,201005
DESOXIMETASONE,DESOXIMETASONE,73440
DESOXIMETASONE,DESOXIMETASONE,205206
DESOXIMETASONE,DESOXIMETASONE,206740
DESOXIMETASONE,DESOXIMETASONE,78657
DESOXIMETASONE,DESOXIMETASONE,202838
DESOXIMETASONE,DESOXIMETASONE,208044
DESOXIMETASONE,DESOXIMETASONE,208104
DESOXIMETASONE,DESOXIMETASONE,206792
DESOXIMETASONE,DESOXIMETASONE,77770
DESOXIMETASONE,DESOXIMETASONE,204272
DESOXIMETASONE,DESOXIMETASONE,209973
DESOXIMETASONE,DESOXIMETASONE,208101
DIFLORASONE DIACETATE,DIFLORASONE DIACETATE,206572
DIFLORASONE DIACETATE,DIFLORASONE DIACETATE,75374
DIFLORASONE DIACETATE,DIFLORASONE DIACETATE,207440
DIFLORASONE DIACETATE,DIFLORASONE DIACETATE,75331
DIFLORASONE DIACETATE,DIFLORASONE DIACETATE,210753
BETAMETHASONE DIPROPIONATE,DIPROSONE,17691
CALCIPOTRIENE,DOVONEX,20273
MOMETASONE FUROATE,ELOCON,19543
CLOBETASOL PROPIONATE,EMBELINE,74221
CRISABOROLE,EUCRISA,207695
FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,89524
FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,88168
FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,88046
FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,88507
FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,40041
FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,88742
FLUOCINONIDE,FLUOCINONIDE,74905
FLUOCINONIDE,FLUOCINONIDE,207538
FLUOCINONIDE,FLUOCINONIDE,75008
FLUOCINONIDE,FLUOCINONIDE,207680
FLUOCINONIDE,FLUOCINONIDE,73481
FLUOCINONIDE,FLUOCINONIDE,212976
FLUOCINOLONE ACETONIDE,FLUONID,87157
FLUOCINOLONE ACETONIDE,FLUOTREX,88172
FLURANDRENOLIDE,FLURANDRENOLIDE,207851
TRIAMCINOLONE ACETONIDE,FLUTEX,87375
TRIAMCINOLONE ACETONIDE,FLUTEX,87377
TRIAMCINOLONE ACETONIDE,FLUTEX,87376
FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,77168
FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,76300
FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,76668
FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,77145
AMPHOTERICIN B,FUNGIZONE,50313
NITROFURAZONE,FURACIN,5795
GENTAMICIN SULFATE,GARAMYCIN,60463
GENTAMICIN SULFATE,GENTAFAIR,62444
GENTAMICIN SULFATE,GENTAMICIN SULFATE,62496
GENTAMICIN SULFATE,GENTAMICIN SULFATE,64054
GENTAMICIN SULFATE,GENTAMICIN SULFATE,62533
GENTAMICIN SULFATE,GENTAMICIN SULFATE,62351
GENTAMICIN SULFATE,GENTAMICIN SULFATE,62534
GENTAMICIN SULFATE,GENTAMICIN SULFATE,62477
GENTAMICIN SULFATE,GENTAMICIN SULFATE,209233
HALOBETASOL PROPIONATE,HALOBETASOL PROPIONATE,77109
HALOBETASOL PROPIONATE,HALOBETASOL PROPIONATE,77721
HALOBETASOL PROPIONATE,HALOBETASOL PROPIONATE,76903
HALOBETASOL PROPIONATE,HALOBETASOL PROPIONATE,76872
HALOBETASOL PROPIONATE,HALOBETASOL PROPIONATE,213560
HALOBETASOL PROPIONATE,HALOBETASOL PROPIONATE,76994
HALOBETASOL PROPIONATE,HALOBETASOL PROPIONATE,209978
HALCINONIDE,HALOG,18125
HALCINONIDE,HALOG,17824
HYDROCORTISONE,HC (HYDROCORTISONE),80481
HYDROCORTISONE,HC (HYDROCORTISONE),80481
HYDROCORTISONE,HYDROCORTISONE,87796
HYDROCORTISONE,HYDROCORTISONE,80489
HYDROCORTISONE,HYDROCORTISONE,80489
HYDROCORTISONE,HYDROCORTISONE,86079
HYDROCORTISONE,HYDROCORTISONE,86272
HYDROCORTISONE,HYDROCORTISONE,80692
HYDROCORTISONE,HYDROCORTISONE,81203
HYDROCORTISONE,HYDROCORTISONE,89704
HYDROCORTISONE,HYDROCORTISONE,84969
HYDROCORTISONE,HYDROCORTISONE,85028
HYDROCORTISONE,HYDROCORTISONE,85027
HYDROCORTISONE,HYDROCORTISONE,88842
HYDROCORTISONE,HYDROCORTISONE,86256
HYDROCORTISONE,HYDROCORTISONE,86257
HYDROCORTISONE,HYDROCORTISONE,40310
HYDROCORTISONE,HYDROCORTISONE,88061
HYDROCORTISONE,HYDROCORTISONE,88039
HYDROCORTISONE BUTYRATE,HYDROCORTISONE BUTYRATE,76842
HYDROCORTISONE,HYDROCORTISONE IN ABSORBASE,88138
HYDROCORTISONE VALERATE,HYDROCORTISONE VALERATE,211764
HYDROCORTISONE VALERATE,HYDROCORTISONE VALERATE,75085
HYDROCORTISONE VALERATE,HYDROCORTISONE VALERATE,211750
HYDROCORTISONE VALERATE,HYDROCORTISONE VALERATE,75043
HYDROCORTISONE,HYTONE,80474
HYDROCORTISONE,HYTONE,80474
TRIAMCINOLONE ACETONIDE,KENALOG,83944
TIRBANIBULIN,KLISYRI,213189
BACITRACIN ZINC; LIDOCAINE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,LANABIOTIC,62499
FLUOCINONIDE,LIDEX,16909
LIDOCAINE,LIDOCAINE,211469
LIDOCAINE,LIDOCAINE,207810
LIDOCAINE,LIDOCAINE,206297
LIDOCAINE,LIDOCAINE,80210
LIDOCAINE,LIDOCAINE,211019
LIDOCAINE,LIDOCAINE,208660
LIDOCAINE,LIDOCAINE,80198
LIDOCAINE,LIDOCAINE,212486
LIDOCAINE,LIDOCAINE,206498
LIDOCAINE,LIDOCAINE,211697
LIDOCAINE,LIDOCAINE,208604
LIDOCAINE,LIDOCAINE,40911
LIDOCAINE,LIDOCAINE,210958
LIDOCAINE,LIDOCAINE,86724
LIDOCAINE,LIDOCAINE,205318
LIDOCAINE,LIDOCAINE,210256
LIDOCAINE,LIDOCAINE,208822
HYDROCORTISONE BUTYRATE,LOCOID,18652
HYDROCORTISONE BUTYRATE,LOCOID,19106
HYDROCORTAMATE HYDROCHLORIDE,MAGNACORT,10554
METHYLPREDNISOLONE ACETATE,MEDROL ACETATE,12421
METHYLPREDNISOLONE ACETATE,MEDROL ACETATE,12421
MOMETASONE FUROATE,MOMETASONE FUROATE,76481
MOMETASONE FUROATE,MOMETASONE FUROATE,77401
MOMETASONE FUROATE,MOMETASONE FUROATE,77061
MOMETASONE FUROATE,MOMETASONE FUROATE,78571
MOMETASONE FUROATE,MOMETASONE FUROATE,76067
MOMETASONE FUROATE,MOMETASONE FUROATE,76624
MOMETASONE FUROATE,MOMETASONE FUROATE,207899
MUPIROCIN,MUPIROCIN,65192
MUPIROCIN,MUPIROCIN,90480
MUPIROCIN,MUPIROCIN,65123
MUPIROCIN,MUPIROCIN,65170
MUPIROCIN,MUPIROCIN,65085
NYSTATIN; TRIAMCINOLONE ACETONIDE,MYCO-TRIACET II,62045
NYSTATIN; TRIAMCINOLONE ACETONIDE,MYCOLOG-II,60572
